name,description,label
physical_person_police_2cat_f,SR_44. Has that person ever been in trouble with the police?,
physical_person_job,SR_45. Did that person have a job at the time when these things happened?,
physical_person_job_2cat,SR_45. Did that person have a job at the time when these things happened?,
physical_person_job_2cat_f,SR_45. Did that person have a job at the time when these things happened?,
physical_person_friends,SR_46. How many friends did that person have at the time when these things happened? Would you say…,
physical_person_friends_4cat,SR_46. How many friends did that person have at the time when these things happened? Would you say…,
physical_person_friends_4cat_f,SR_46. How many friends did that person have at the time when these things happened? Would you say…,
physical_person_help,"SR_47. Did that person ever help you out with any day to day things, like shopping, taking medicines, driving you places, getting dressed, and that type of thing?",
physical_person_help_2cat,"SR_47. Did that person ever help you out with any day to day things, like shopping, taking medicines, driving you places, getting dressed, and that type of thing?",
physical_person_help_2cat_f,"SR_47. Did that person ever help you out with any day to day things, like shopping, taking medicines, driving you places, getting dressed, and that type of thing?",
physical_person_no_live,SR_48. Would you be able to live on your own if that person no longer lived with you?,
physical_person_no_live_2cat,SR_48. Would you be able to live on your own if that person no longer lived with you?,
physical_person_no_live_2cat_f,SR_48. Would you be able to live on your own if that person no longer lived with you?,
sexual_harm,"SR_49a. Regardless of how long ago it happened or who made the advances, has anyone ever made you have sex or oral sex by using force or threatening to harm you or someone close to you?",
sexual_harm_2cat,"SR_49a. Regardless of how long ago it happened or who made the advances, has anyone ever made you have sex or oral sex by using force or threatening to harm you or someone close to you?",
sexual_harm_2cat_f,"SR_49a. Regardless of how long ago it happened or who made the advances, has anyone ever made you have sex or oral sex by using force or threatening to harm you or someone close to you?",
sexual_harm_times,SR_49b. About how many times has this happened to you in your lifetime?,
sexual_harm_times_5cat,SR_49b. About how many times has this happened to you in your lifetime?,
sexual_harm_times_5cat_f,SR_49b. About how many times has this happened to you in your lifetime?,
sexual_harm_age,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
sexual_touched,SR_50a. Females- Has anyone ever touched your breasts or pubic area or made you touch his penis by using force or threat of force? Males - Has anyone ever touched your pubic area or made you touch their pubic area by using force or threat of force?,
sexual_touched_2cat,SR_50a. Females - Has anyone ever touched your breasts or pubic area or made you touch his penis by using force or threat of force? Males - Has anyone ever touched your pubic area or made you touch their pubic area by using force or threat of force?,
sexual_touched_2cat_f,SR_50a. Females- Has anyone ever touched your breasts or pubic area or made you touch his penis by using force or threat of force? Males - Has anyone ever touched your pubic area or made you touch their pubic area by using force or threat of force?,
sexual_touched_times,SR_50b. About how many times has this happened to you in your lifetime?,
sexual_touched_times_5cat,SR_50b. About how many times has this happened to you in your lifetime?,
sexual_touched_times_5cat_f,SR_50b. About how many times has this happened to you in your lifetime?,
sexual_touched_age,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
sexual_forced,SR_51a. Females- Has anyone ever forced you to undress or expose your breasts or pubic area when you didn’t want to? Males- Has anyone ever forced you to undress or expose your pubic area when you didn’t want to?,
sexual_forced_2cat,SR_51a. Females - Has anyone ever forced you to undress or expose your breasts or pubic area when you didn’t want to? Males- Has anyone ever forced you to undress or expose your pubic area when you didn’t want to?,
sexual_forced_2cat_f,SR_51a. Females- Has anyone ever forced you to undress or expose your breasts or pubic area when you didn’t want to? Males- Has anyone ever forced you to undress or expose your pubic area when you didn’t want to?,
sexual_forced_times,SR_51b. About how many times has this happened to you in your lifetime?,
sexual_forced_times_5cat,SR_51b. About how many times has this happened to you in your lifetime?,
sexual_forced_times_5cat_f,SR_51b. About how many times has this happened to you in your lifetime?,
sexual_forced_age,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
sexual_picture,SR_52a. Has anyone ever taken a picture of you with your clothes partially or completely taken off when you didn’t want them to?,
sexual_picture_2cat,SR_52a. Has anyone ever taken a picture of you with your clothes partially or completely taken off when you didn’t want them to?,
sexual_picture_2cat_f,SR_52a. Has anyone ever taken a picture of you with your clothes partially or completely taken off when you didn’t want them to?,
sexual_picture_times,SR_52b. About how many times has this happened to you in your lifetime?,
sexual_picture_times_5cat,SR_52b. About how many times has this happened to you in your lifetime?,
sexual_picture_times_5cat_f,SR_52b. About how many times has this happened to you in your lifetime?,
sexual_picture_age,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
sexual_incident_60,(Did this/Have any of these) incidents (happen/happened) since you were 60 years old? (Question used in older version of the follow-up interview until 06/09/2020.),
sexual_incident_60_2cat,(Did this/Have any of these) incidents (happen/happened) since you were 60 years old?(Question used in older version of the follow-up interview until 06/09/2020.),
sexual_incident_60_2cat_f,(Did this/Have any of these) incidents (happen/happened) since you were 60 years old? (Question used in older version of the follow-up interview until 06/09/2020.),
sexual_incident_reported,"Thinking about the most recent incident where someone sexually mistreated you, was this incident reported to the police or other authorities? (Question used in older version of the follow-up interview until 06/18/2020.)",
sexual_incident_reported_2cat,"Thinking about the most recent incident where someone sexually mistreated you, was this incident reported to the police or other authorities? (Question used in older version of the follow-up interview until 06/18/2020.)",
sexual_incident_reported_2cat_f,"Thinking about the most recent incident where someone sexually mistreated you, was this incident reported to the police or other authorities? (Question used in older version of the follow-up interview until 06/18/2020.)",
sexual_incident_person,"Thinking about the most recent incident, was the person(s) who sexually mistreated you someone you have seen before? (Question used in older version of the follow-up interview until 06/18/2020.)",
sexual_person_stranger,Dummy variable derived from sexual_person for value of 'A stranger' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_spouse,Dummy variable derived from sexual_person for value of 'A spouse or partner' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_ex_partner,Dummy variable derived from sexual_person for value of 'An ex spouse or partner' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_parent,Dummy variable derived from sexual_person for value of 'A parent or step-parent' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_sibling,Dummy variable derived from sexual_person for value of 'A brother or sister' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_child,Dummy variable derived from sexual_person for value of 'A son or daughter' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_other_relative,Dummy variable derived from sexual_person for value of 'Another relative' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_coworker,Dummy variable derived from sexual_person for value of 'A coworker' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_neighbor,Dummy variable derived from sexual_person for value of 'A neighbor' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_friend,Dummy variable derived from sexual_person for value of 'A friend' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_non_relative,Dummy variable derived from sexual_person for value of 'Some other non-relative' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_dont_know,Dummy variable derived from sexual_person for value of 'Don't know' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_refused,Dummy variable derived from sexual_person for value of 'Refused' as response to the question - What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_incident_person_2cat,"Thinking about the most recent incident, was the person(s) who sexually mistreated you someone you have seen before? (Question used in older version of the follow-up interview until 06/18/2020.)",
sexual_incident_person_2cat_f,"Thinking about the most recent incident, was the person(s) who sexually mistreated you someone you have seen before? (Question used in older version of the follow-up interview until 06/18/2020.)",
sexual_person,What was that person's (those persons') relationship to you (MULTIPLE RECORD)? (Question used in older version of the follow-up interview until 06/18/2020.),
sexual_person_live,"Did that person live with you at the time of the incident, or does (he/she) live with you now? (Question used in older version of the follow-up interview until 06/18/2020.)",
sexual_person_live_2cat,"Did that person live with you at the time of the incident, or does (he/she) live with you now? (Question used in older version of the follow-up interview until 06/18/2020.)",
sexual_person_live_2cat_f,"Did that person live with you at the time of the incident, or does (he/she) live with you now? (Question used in older version of the follow-up interview until 06/18/2020.)",
sexual_person_alcohol,SR_58. Did that person have a problem with alcohol or drugs at the time when these things happened?,
sexual_person_alcohol_2cat,SR_58. Did that person have a problem with alcohol or drugs at the time when these things happened?,
sexual_person_alcohol_2cat_f,SR_58. Did that person have a problem with alcohol or drugs at the time when these things happened?,
sexual_person_counseling,SR_59. Has that person ever received inpatient or outpatient counseling for emotional problems?,
sexual_person_counseling_2cat,SR_59. Has that person ever received inpatient or outpatient counseling for emotional problems?,
sexual_person_counseling_2cat_f,SR_59. Has that person ever received inpatient or outpatient counseling for emotional problems?,
sexual_person_police,SR_60. Has that person ever been in trouble with the police?,
sexual_person_police_2cat,SR_60. Has that person ever been in trouble with the police,
sexual_person_police_2cat_f,SR_60. Has that person ever been in trouble with the police?,
sexual_person_job,SR_61. Did that person have a job at the time when these things happened?,
sexual_person_job_2cat,SR_61. Did that person have a job at the time when these things happened?,
sexual_person_job_2cat_f,SR_61. Did that person have a job at the time when these things happened?,
sexual_person_friends,SR_62. How many friends did that person have at the time when these things happened? Would you say…,
sexual_person_friends_4cat,SR_62. How many friends did that person have at the time when these things happened? Would you say…,
sexual_person_friends_4cat_f,SR_62. How many friends did that person have at the time when these things happened? Would you say…,
sexual_person_help,"SR_63. Did that person ever help you out with any day to day things, like shopping, taking medicines, driving you places, getting dressed, and that type of thing?",
sexual_person_help_2cat,"SR_63. Did that person ever help you out with any day to day things, like shopping, taking medicines, driving you places, getting dressed, and that type of thing?",
sexual_person_help_2cat_f,"SR_63. Did that person ever help you out with any day to day things, like shopping, taking medicines, driving you places, getting dressed, and that type of thing?",
sexual_person_no_live,SR_64. Would you be able to live on your own if that person no longer lived with you?,
sexual_person_no_live_2cat,SR_64. Would you be able to live on your own if that person no longer lived with you?,
sexual_person_no_live_2cat_f,SR_64. Would you be able to live on your own if that person no longer lived with you?,
emotional_yelled_times_times,About how many times has this happened to you in your lifetime? (Question from earlier version of the follow-up interview.),
emotional_yelled_age_years,How old were you when this happened (most recently)? (Question from earlier version of the follow-up interview.),
emotional_embarrassed_times_times,About how many times has this happened to you in your lifetime? (Question from earlier version of the follow-up interview.),
emotional_embarrassed_age_years,How old were you when this happened (most recently)? (Question from earlier version of the follow-up interview.,
emotional_harassed_times_times,About how many times has this happened to you in your lifetime? (Question from earlier version of the follow-up interview.),
emotional_harassed_age_years,How old were you when this happened (most recently)? (Question from earlier version of the follow-up interview.),
emotional_refused_times_times,About how many times has this happened to you in your lifetime? (Question from earlier version of the follow-up interview.),
emotional_refused_age_years,How old were you when this happened (most recently)? (Question from earlier version of the follow-up interview.),
emotional_incident_60,(Did this/Have any of these) incidents (happen/happened) since you were 60 years old? (Question used in older version of the follow-up interview until 06/09/2020.),
emotional_incident_60_2cat,(Did this/Have any of these) incidents (happen/happened) since you were 60 years old? (Question used in older version of the follow-up interview until 6/09/2020.),
emotional_incident_60_2cat_f,(Did this/Have any of these) incidents (happen/happened) since you were 60 years old? (Question used in older version of the follow-up interview until 06/09/2020.),
physical_hit_times_times,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
physical_hit_age_years,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
physical_restrain_times_times,About how many times has this happened to you in your lifetime? (Question from an older version of the follow-up interview.),
physical_restrain_age_years,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
physical_hurt_times_times,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
physical_hurt_age_years,How old were you when this happened (most recently)? (Question from an older version of the follow_up interview.),
sexual_harm_times_times,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
sexual_harm_age_years,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
sexual_touched_times_times,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
sexual_touched_age_years,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
sexual_forced_times_times,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
sexual_forced_age_years,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
sexual_picture_times_times,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
sexual_picture_age_years,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
x_record_month,Month record was created.,
x_record_year,Year record was created.,
x_record_comment,Comments by interviewer.,
finance_stranger_permission_times,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
finance_stranger_permission_times_5cat,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
finance_stranger_permission_times_5cat_f,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
finance_stranger_permission_times_times,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
finance_stranger_permission_age,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
finance_stranger_permission_age_years,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
finance_stranger_forged_times,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
finance_stranger_forged_times_5cat,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
finance_stranger_forged_times_5cat_f,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
finance_stranger_forged_times_times,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
finance_stranger_forged_age,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
finance_stranger_forged_age_years,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
finance_stranger_tricked_times,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
finance_stranger_tricked_times_5cat,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
finance_stranger_tricked_times_5cat_f,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
finance_stranger_tricked_times_times,About how many times has this happened to you in your lifetime? (Question used in older version of the follow-up interview.),
finance_stranger_tricked_age,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
finance_stranger_tricked_age_years,How old were you when this happened (most recently)? (Question used in older version of the follow-up interview.),
xc_case_id,Calculated by the database from the last 5 characters of the MedstarID.,
fear_afraid,FNW_1. What do you worry most about right now?,
fear_afraid_response,FNW_1. What do you worry most about right now? [open ended],
fear_future,FNW_2. What is your greatest fear for your future?,
fear_future_response,FNW_2. What is your greatest fear for your future? [open ended],
fear_grateful,FNW_3. What are you most grateful for right now?,
fear_grateful_response,FNW_3. What are you most grateful for right now? [open ended],
fear_forward,FNW_4. What are you most looking forward to for your future?,
fear_forward_response,FNW_4. What are you most looking forward to for your future? [open ended],
fear_important,FNW_5. What is the single most important thing that someone outside of your friends and family could do to benefit your quality of life right now?,
fear_important_response,FNW_5. What is the single most important thing that someone outside of your friends and family could do to benefit your quality of life right now? [open ended],
xc_emotional_list,Calculated comma-separated list of the selected emotional mistreatment that the participant reported; used internally by the database to display a customized follow-up question to the participant,
xc_physical_list,Calculated comma-separated list of the selected physical mistreatment that the participant reported; used internally by the database to display a customized follow-up question to the participant.,
xc_sexual_list,Calculated comma-separated list of the selected sexual mistreatment that the participant reported; used internally by the database to display a customized follow-up question to the participant,
finance_person_permission_65,SR_10a. Were you age 65 or older the last time that person spent your money or sold your property without your permission?,
finance_person_permission_65_2cat,SR_10a. Were you age 65 or older the last time that person spent your money or sold your property without your permission?,
finance_person_permission_65_2cat_f,SR_10a. Were you age 65 or older the last time that person spent your money or sold your property without your permission?,
finance_person_permission_last_time,SR_10b. When was the last time that person spent your money or sold your property without your permission?,
finance_person_permission_last_time_6cat,SR_10b. When was the last time that person spent your money or sold your property without your permission?,
finance_person_permission_last_time_6cat_f,SR_10b. When was the last time that person spent your money or sold your property without your permission?,
finance_person_forged_65,SR_13a. Were you age 65 or older the last time that person forged your signature without your permission in order to sell your property or to get money from your accounts?,
finance_person_forged_65_2cat,SR_13a. Were you age 65 or older the last time that person forged your signature without your permission in order to sell your property or to get money from your accounts?,
finance_person_forged_65_2cat_f,SR_13a. Were you age 65 or older the last time that person forged your signature without your permission in order to sell your property or to get money from your accounts?,
finance_person_forged_last_time,SR_13b. When was the last time that person forged your signature without your permission in order to sell your property or to get money from your accounts?,
finance_person_forged_last_time_6cat,SR_13b. When was the last time that person forged your signature without your permission in order to sell your property or to get money from your accounts?,
finance_person_forged_last_time_6cat_f,SR_13b. When was the last time that person forged your signature without your permission in order to sell your property or to get money from your accounts?,
finance_person_tricked_65,SR_14a. Were you age 65 or older the last time that person forced or tricked you into signing a document so that they would be able to get some of your money or possessions?,
finance_person_tricked_65_2cat,SR_14a. Were you age 65 or older the last time that person forced or tricked you into signing a document so that they would be able to get some of your money or possessions?,
finance_person_tricked_65_2cat_f,SR_14a. Were you age 65 or older the last time that person forced or tricked you into signing a document so that they would be able to get some of your money or possessions?,
finance_person_tricked_last_time,SR_14b. When was the last time that person forced or tricked you into signing a document so that they would be able to get some of your money or possessions?,
finance_person_tricked_last_time_6cat,SR_14b. When was the last time that person forced or tricked you into signing a document so that they would be able to get some of your money or possessions?,
finance_person_tricked_last_time_6cat_f,SR_14b. When was the last time that person forced or tricked you into signing a document so that they would be able to get some of your money or possessions?,
finance_person_stolen_65,"SR_15a. Were you age 65 or older the last time that person stole your money or took your things for themselves, their friends, or to sell?",
finance_person_stolen_65_2cat,"SR_15a. Were you age 65 or older the last time that person stole your money or took your things for themselves, their friends, or to sell?",
finance_person_stolen_65_2cat_f,"SR_15a. Were you age 65 or older the last time that person stole your money or took your things for themselves, their friends, or to sell?",
finance_person_stolen_last_time,"SR_15b. When was the last time that person stole your money or took your things for themselves, their friends, or to sell?",
finance_person_stolen_last_time_6cat,"SR_15b. When was the last time that person stole your money or took your things for themselves, their friends, or to sell?",
finance_person_stolen_last_time_6cat_f,"SR_15b. When was the last time that person stole your money or took your things for themselves, their friends, or to sell?",
finance_stranger_permission_65,SR_16a. Were you age 65 or older the last time a stranger spent your money or sold your property without your permission?,
finance_stranger_permission_65_2cat,SR_16a. Were you age 65 or older the last time a stranger spent your money or sold your property without your permission?,
finance_stranger_permission_65_2cat_f,SR_16a. Were you age 65 or older the last time a stranger spent your money or sold your property without your permission?,
finance_stranger_permission_last_time,SR_16b. When was the last time a stranger spent your money or sold your property without your permission?,
finance_stranger_permission_last_time_6cat,SR_16b. When was the last time a stranger spent your money or sold your property without your permission?,
finance_stranger_permission_last_time_6cat_f,SR_16b. When was the last time a stranger spent your money or sold your property without your permission?,
finance_stranger_forged_65,SR_17a. Were you age 65 or older the last time a stranger forged your signature in order to get some of your money or sell your property?,
finance_stranger_forged_65_2cat,SR_17a. Were you age 65 or older the last time a stranger forged your signature in order to get some of your money or sell your property?,
finance_stranger_forged_65_2cat_f,SR_17a. Were you age 65 or older the last time a stranger forged your signature in order to get some of your money or sell your property?,
finance_stranger_forged_last_time,SR_17b. When was the last time a stranger forged your signature in order to get some of your money or sell your property?,
finance_stranger_forged_last_time_6cat,SR_17b. When was the last time a stranger forged your signature in order to get some of your money or sell your property?,
finance_stranger_forged_last_time_6cat_f,SR_17b. When was the last time a stranger forged your signature in order to get some of your money or sell your property?,
finance_stranger_tricked_65,SR_18a. Were you age 65 or older the last time a stranger forced or tricked you into signing a document so that they would be able to get some of your money or possessions?,
finance_stranger_tricked_65_2cat,SR_18a. Were you age 65 or older the last time a stranger forced or tricked you into signing a document so that they would be able to get some of your money or possessions?,
finance_stranger_tricked_65_2cat_f,SR_18a. Were you age 65 or older the last time a stranger forced or tricked you into signing a document so that they would be able to get some of your money or possessions?,
finance_stranger_tricked_last_time,SR_18b. When was the last time a stranger forced or tricked you into signing a document so that they would be able to get some of your money or possessions?,
finance_stranger_tricked_last_time_6cat,SR_18b. When was the last time a stranger forced or tricked you into signing a document so that they would be able to get some of your money or possessions?,
finance_stranger_tricked_last_time_6cat_f,SR_18b. When was the last time a stranger forced or tricked you into signing a document so that they would be able to get some of your money or possessions?,
emotional_yelled_65,SR_19c. Were you age 65 or older the last time (most recent time) this happened?,
emotional_yelled_65_2cat,SR_19c. Were you age 65 or older the last time (most recent time) this happened?,
emotional_yelled_65_2cat_f,SR_19c. Were you age 65 or older the last time (most recent time) this happened?,
emotional_yelled_last_time,SR_19d. How long ago was the last time (most recent time) this happened?,
emotional_yelled_last_time_6cat,SR_19d. How long ago was the last time (most recent time) this happened?,
emotional_yelled_last_time_6cat_f,SR_19d. How long ago was the last time (most recent time) this happened?,
emotional_embarrassed_65,SR_20c. Were you age 65 or older the last time (most recent time) this happened?,
emotional_embarrassed_65_2cat,SR_20c. Were you age 65 or older the last time (most recent time) this happened?,
emotional_embarrassed_65_2cat_f,SR_20c. Were you age 65 or older the last time (most recent time) this happened?,
emotional_embarrassed_last_time,SR_20d. How long ago was the last time (most recent time) this happened?,
emotional_embarrassed_last_time_6cat,SR_20d. How long ago was the last time (most recent time) this happened?,
emotional_embarrassed_last_time_6cat_f,SR_20d. How long ago was the last time (most recent time) this happened?,
emotional_harassed_65,SR_21c. Were you age 65 or older the last time (most recent time) this happened?,
emotional_harassed_65_2cat,SR_21c. Were you age 65 or older the last time (most recent time) this happened?,
emotional_harassed_65_2cat_f,SR_21c. Were you age 65 or older the last time (most recent time) this happened?,
emotional_harassed_last_time,SR_21d. How long ago was the last time (most recent time) this happened?,
emotional_harassed_last_time_6cat,SR_21d. How long ago was the last time (most recent time) this happened?,
emotional_harassed_last_time_6cat_f,SR_21d. How long ago was the last time (most recent time) this happened?,
emotional_refused_65,SR_22c. Were you age 65 or older the last time (most recent time) this happened?,
emotional_refused_65_2cat,SR_22c. Were you age 65 or older the last time (most recent time) this happened?,
emotional_refused_65_2cat_f,SR_22c. Were you age 65 or older the last time (most recent time) this happened?,
emotional_refused_last_time,SR_22d. How long ago was the last time (most recent time) this happened?,
emotional_refused_last_time_6cat,SR_22d. How long ago was the last time (most recent time) this happened?,
emotional_refused_last_time_6cat_f,SR_22d. How long ago was the last time (most recent time) this happened?,
emotional_incident_reported_v2,SR_24.  Did you or anyone else report what happened to the police or other authorities?,
emotional_incident_reported_v2_2cat,SR_24.  Did you or anyone else report what happened to the police or other authorities?,
emotional_incident_reported_v2_2cat_f,SR_24.  Did you or anyone else report what happened to the police or other authorities?,
emotional_incident_person_v2,"SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_stranger_v2,emotional_person_stranger_v2,
emotional_person_spouse_v2,"Dummy variable derived from emotional_incident_person_v2 for value of 'A spouse or partner' as response to the question - SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_ex_partner_v2,"Dummy variable derived from emotional_incident_person_v2 for value of 'An ex spouse or partner' as response to the question - SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_parent_v2,"Dummy variable derived from emotional_incident_person_v2 for value of 'A parent or step-parent' as response to the question - SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_sibling_v2,"Dummy variable derived from emotional_incident_person_v2 for value of 'A brother or sister' as response to the question - SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_child_v2,"Dummy variable derived from emotional_incident_person_v2 for value of 'A son or daughter' as response to the question - SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_other_relative_v2,"Dummy variable derived from emotional_incident_person_v2 for value of 'Another relative' as response to the question - SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_coworker_v2,"Dummy variable derived from emotional_incident_person_v2 for value of 'A coworker' as response to the question - SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_neighbor_v2,"Dummy variable derived from emotional_incident_person_v2 for value of 'A neighbor' as response to the question - SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_friend_v2,"Dummy variable derived from emotional_incident_person_v2 for value of 'A friend' as response to the question - SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_non_relative_v2,"Dummy variable derived from emotional_incident_person_v2 for value of 'Some other non-relative' as response to the question - SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_dont_know_v2,"Dummy variable derived from emotional_incident_person_v2 for value of 'Don't know' as response to the question - SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_refused_v2,"Dummy variable derived from emotional_incident_person_v2 for value of 'Refused' as response to the question - SR_25. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
emotional_person_live_then,SR_26a. Did that person (any of those people) live with you when these things happened?,
emotional_person_live_then_2cat,SR_26a. Did that person (any of those people) live with you when these things happened?,
emotional_person_live_then_2cat_f,SR_26a. Did that person (any of those people) live with you when these things happened?,
emotional_person_live_now,SR_26b. Does that person (any of those people) live with you now?,
emotional_person_live_now_2cat,SR_26b. Does that person (any of those people) live with you now?,
emotional_person_live_now_2cat_f,SR_26b. Does that person (any of those people) live with you now?,
physical_hit_65,SR_34c. Were you age 65 or older the last time (most recent time) this happened?,
physical_hit_65_2cat,SR_34c. Were you age 65 or older the last time (most recent time) this happened?,
physical_hit_65_2cat_f,SR_34c. Were you age 65 or older the last time (most recent time) this happened?,
physical_hit_last_time,SR_34d. How long ago was the last time (most recent time) this happened?,
physical_hit_last_time_6cat,SR_34d. How long ago was the last time (most recent time) this happened?,
physical_hit_last_time_6cat_f,SR_34d. How long ago was the last time (most recent time) this happened?,
physical_restrain_65,SR_35c. Were you age 65 or older the last time (most recent time) this happened?,
physical_restrain_65_2cat,SR_35c. Were you age 65 or older the last time (most recent time) this happened?,
physical_restrain_65_2cat_f,SR_35c. Were you age 65 or older the last time (most recent time) this happened?,
physical_restrain_last_time,SR_35d. How long ago was the last time (most recent time) this happened?,
physical_restrain_last_time_6cat,SR_35d. How long ago was the last time (most recent time) this happened?,
physical_restrain_last_time_6cat_f,SR_35d. How long ago was the last time (most recent time) this happened?,
physical_hurt_65,SR_36c. Were you age 65 or older the last time (most recent time) this happened?,
physical_hurt_65_2cat,SR_36c. Were you age 65 or older the last time (most recent time) this happened?,
physical_hurt_65_2cat_f,SR_36c. Were you age 65 or older the last time (most recent time) this happened?,
physical_hurt_last_time,SR_36d. How long ago was the last time (most recent time) this happened?,
physical_hurt_last_time_6cat,SR_36d. How long ago was the last time (most recent time) this happened?,
physical_hurt_last_time_6cat_f,SR_36d. How long ago was the last time (most recent time) this happened?,
physical_incident_reported_v2,SR_38. Did you or anyone else report what happened to the police or other authorities?,
physical_incident_reported_v2_2cat,SR_38. Did you or anyone else report what happened to the police or other authorities?,
physical_incident_reported_v2_2cat_f,SR_38. Did you or anyone else report what happened to the police or other authorities?,
physical_incident_person_v2,"SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_stranger_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'A stranger' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
physical_person_spouse_v2,"Dummy variable derived from physical_incident_person_v2 for value of 'A spouse or partner' as response to the question - SR_40. What was your relationship to the person, or people, who treated you this way? (MULTIPLE RECORD)",
